trace_id,latency,total_spans,contains_errors,error_rate,error_messages,operation,services,longest_span_service,longest_span_duration,mean_span_duration
2a7d009a2ade8c6c,71136,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,reservation,61345,4784.266666666666
2c6a5e12a2b62d3d,9115,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1821,653.8
1f84041762d907ca,12612,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,3853,843.3333333333334
36e5da11bfaceef5,6350,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1876,429.4
5ce19c62855da702,14396,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,9344,962.1333333333333
6153b3104c627290,5737,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1847,390.0
382db58a29b82867,34521,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,reservation,26157,2342.6666666666665
3d7859519fee995e,33737,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,reservation,14081,2290.6666666666665
5979473ce39dec55,9240,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,2128,620.1333333333333
440a37a887f125d8,13188,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,reservation,4668,914.7333333333333
616f4de677f52e4e,6545,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1857,443.93333333333334
5900192785dac487,8683,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,3179,582.8
3083d56b254aab85,7013,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1915,472.8666666666667
2d2cb5676369b51b,41309,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,33643,2756.733333333333
72fb39a1233aade8,29453,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,22237,1965.4
4a09b2277b0cabbd,6357,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1875,428.6
24ec8c89f8b14a34,5731,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1762,386.8
70250970047c3f4c,71320,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,67224,4755.733333333334
650513c28387bbdc,6116,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1872,413.2
21ec97ce55eafeb9,38824,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,reservation,30664,2628.133333333333
7d0753d7a0a4af4c,33372,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,27747,2228.9333333333334
7a6c41bc709045c1,5048,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1775,340.73333333333335
5e61553d684f0dd2,12113,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,reservation,3902,839.4
6c0381a4d61c8ce2,5479,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1755,370.1333333333333
30cb0252fb6e4961,8045,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1891,588.0
6bf5694405c983aa,14936,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,reservation,6672,1043.4
5129c8c8057d1c79,6236,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,2030,425.8666666666667
0be85103e324ff51,5929,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1817,400.6666666666667
2f36a1f6c73140c8,9463,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,2337,669.9333333333333
7f1ff6b69e468f0f,60304,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,56021,4024.0
5859e2eda57bba7e,6531,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1903,443.93333333333334
15b2112421694c4b,5703,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1803,386.8666666666667
26fc7b8319bef4b3,6082,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1906,414.93333333333334
7b0ab11641de1e10,6265,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1808,425.73333333333335
54b010a34f5bc71c,9354,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1836,654.2
6b236fcaa3511a4e,6419,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,2024,433.73333333333335
375845330440742e,7570,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1787,530.2
5e26f9173e1bdf8f,6113,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1927,413.8
14f1d3b3f43aa6a6,6464,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1740,436.93333333333334
6848eba174c01720,9384,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1947,668.0666666666667
7e623876aa8e7c8a,9208,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1784,653.6666666666666
16438c2a67d146a4,6753,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1902,456.0
45e5afe247d2daf6,6025,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1874,409.73333333333335
3d338e2983789b68,27933,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,reservation,15875,1900.2
1d6ad853540cda7f,5948,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1935,401.8666666666667
2766e73903fce8ac,5916,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1804,400.1333333333333
5935d0ba6250ea82,7596,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1665,561.5333333333333
7d003d27436dc3d3,5469,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1728,368.8666666666667
3b9a575d998528b2,6023,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1903,410.8
73498f38241cbbfc,7985,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1736,582.4666666666667
2a3ef9f2c5b26f24,5500,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1770,372.26666666666665
7ffa3ca5e6459cbd,6502,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1744,445.26666666666665
5d97fd379123c821,8690,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,frontend,1874,599.4
2533f15c91284651,22202,15,False,0.0,,HTTP GET /hotels,reservation; rate; geo; frontend; profile; search,reservation,12206,1508.8666666666666
