trace_id,latency,total_spans,contains_errors,error_rate,error_messages,operation,services,longest_span_service,longest_span_duration,mean_span_duration
09fb8f9984b643e4,7617,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,1167,507.8
1972ff64c1a880cd,12270,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,8064,818.0
1ac9762f63661d8d,58148,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,reservation,49901,3876.5333333333333
6777932635ea7ccc,15399,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,reservation,6206,1026.6
3b4c4329a44bcb33,9876,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,1771,658.4
3c70f6f302f5726b,9162,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,1605,610.8
0da847d7a7a36dc7,5953,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,1548,396.8666666666667
608a1db9f77b40c2,5325,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,1309,355.0
318400944d5d722a,8868,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,1444,591.2
0fdac2a8daf63f82,10894,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,2120,726.2666666666667
68a616fb042b55ae,4294,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,1052,286.26666666666665
28179760237ef9bc,8587,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,1131,572.4666666666667
7e3bcc8b618c6846,5826,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,1354,388.4
6f6eea959a9ad367,9034,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,1341,602.2666666666667
1856d878e3184e8c,5962,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,1612,397.46666666666664
70bde1f661c9baf8,4108,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,1004,273.8666666666667
5a480d92feac7b34,36754,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,reservation,26858,2450.266666666667
16fb3a2ea7779bc7,9841,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,2325,656.0666666666667
24242e83c1d98582,6333,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,1745,422.2
37ac222edcc7be42,9528,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,1505,635.2
0bee7349e0b1591d,57924,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,48987,3861.6
5532ed08fb8c0b13,5758,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,1502,383.8666666666667
2df1bc1d5b0cc569,15731,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,reservation,4519,1048.7333333333333
141fc9ad05f07a21,9766,15,False,0.0,,HTTP GET /hotels,search; reservation; frontend; profile; geo; rate,frontend,1617,651.0666666666667
