trace_id,service_name,operation_name,start_time,duration,parent_span
1cf6f8b9553daa2a,frontend,HTTP GET /,1739283935710824,274,ROOT
2fdf5c646c6f18a4,frontend,HTTP GET /,1739283935810890,232,ROOT
47899da249fcc8eb,frontend,HTTP GET /,1739283936084307,216,ROOT
7f279d20f7610247,frontend,HTTP GET /,1739283936368429,243,ROOT
6b891a99bf1ddf0a,frontend,HTTP GET /,1739283936634563,217,ROOT
0fb1191156ce14b7,frontend,HTTP GET /,1739283936677618,249,ROOT
37c3e43d1120d0a8,frontend,HTTP GET /,1739283936764763,236,ROOT
4d767f70857b90db,frontend,HTTP GET /,1739283936947705,223,ROOT
64fe6fe94bb04a5b,frontend,HTTP GET /,1739283937047850,207,ROOT
6467ccb3f722c3e8,frontend,HTTP GET /,1739283937355655,70,ROOT
541c98953392730c,frontend,HTTP GET /,1739283937355789,40,ROOT
1c3c57e9f4ce87a5,frontend,HTTP GET /,1739283937492020,200,ROOT
733bcc8e34ee4b96,frontend,HTTP GET /,1739283937624906,197,ROOT
2821bfc325a96818,frontend,HTTP GET /,1739283937660690,150,ROOT
2e47e131f99848e6,frontend,HTTP GET /,1739283937661360,119,ROOT
6f85da71fdb74910,frontend,HTTP GET /,1739283937758521,240,ROOT
6208eef6e0ae919a,frontend,HTTP GET /,1739283937849499,330,ROOT
4a0c060d134e583e,frontend,HTTP GET /,1739283937904187,239,ROOT
76526b9aba766875,frontend,HTTP GET /,1739283937977613,227,ROOT
0c44117eb690265a,frontend,HTTP GET /,1739283937983556,225,ROOT
455befa56c95aa27,frontend,HTTP GET /,1739283938046017,106,ROOT
110fd081eb83a9f1,frontend,HTTP GET /,1739283938096674,232,ROOT
47ecf371e2ed279d,frontend,HTTP GET /,1739283938225552,132,ROOT
32370591c7001317,frontend,HTTP GET /,1739283938229407,125,ROOT
0b5dd72221c8fd1a,frontend,HTTP GET /,1739283938278132,152,ROOT
3769d5167fb1f04e,frontend,HTTP GET /,1739283938300967,217,ROOT
5c441ece6e5925f4,frontend,HTTP GET /,1739283938412047,164,ROOT
3bfd48892582956c,frontend,HTTP GET /,1739283938552811,78,ROOT
4c9c77f60fcb1822,frontend,HTTP GET /,1739283938595116,71,ROOT
147f3a1c29999893,frontend,HTTP GET /,1739283938612451,107,ROOT
0937b62d38a4c52e,frontend,HTTP GET /,1739283938620794,64,ROOT
3c95a982fde9ffd9,frontend,HTTP GET /,1739283938631137,68,ROOT
7fdd28c7ed4259a9,frontend,HTTP GET /,1739283938759637,55,ROOT
52cee8144e11981c,frontend,HTTP GET /,1739283939145550,229,ROOT
3e0384852d6b42d5,frontend,HTTP GET /,1739283939250407,115,ROOT
75caff130078d749,frontend,HTTP GET /,1739283939333048,239,ROOT
7343bd5eff580c47,frontend,HTTP GET /,1739283939356027,231,ROOT
31a3734cb17e2457,frontend,HTTP GET /,1739283939475666,261,ROOT
5ffe384f8af4f8cc,frontend,HTTP GET /,1739283939565839,57,ROOT
58b865d60f35956d,frontend,HTTP GET /,1739283940023999,236,ROOT
1b58d108aa159c0a,frontend,HTTP GET /,1739283940180034,190,ROOT
1e835d617beee178,frontend,HTTP GET /,1739283940348940,105,ROOT
16f6b7fa39ef48e0,frontend,HTTP GET /,1739283940634725,162,ROOT
64d2d516fe1bfb41,frontend,HTTP GET /,1739283940641450,126,ROOT
2658816afeeac183,frontend,HTTP GET /,1739283940662044,164,ROOT
52c9e531d07ae5b1,frontend,HTTP GET /,1739283940693805,156,ROOT
1d5fe6b34d9b2486,frontend,HTTP GET /,1739283940732395,234,ROOT
658855256efb26f9,frontend,HTTP GET /,1739283940857379,194,ROOT
1d7f95249b04c45a,frontend,HTTP GET /,1739283940958715,124,ROOT
294011127df26749,frontend,HTTP GET /,1739283941013391,66,ROOT
630bcf230e57cfc4,frontend,HTTP GET /,1739283941053150,91,ROOT
184d797149780547,frontend,HTTP GET /,1739283941133830,282,ROOT
5d256e4ffb8164f1,frontend,HTTP GET /,1739283941146947,203,ROOT
592f3864ca2b034c,frontend,HTTP GET /,1739283941259979,314,ROOT
39cd21dca4e24261,frontend,HTTP GET /,1739283941424819,76,ROOT
418c0573dc1f414a,frontend,HTTP GET /,1739283941439244,62,ROOT
4d303f94b99ab907,frontend,HTTP GET /,1739283941453783,65,ROOT
437786c3cd6aab65,frontend,HTTP GET /,1739283941519403,234,ROOT
44d0b45701b31630,frontend,HTTP GET /,1739283941771350,145,ROOT
11ffdf54748d712b,frontend,HTTP GET /,1739283941794200,114,ROOT
4b9a1156477eb15e,frontend,HTTP GET /,1739283941831005,128,ROOT
2065aec3c141ce63,frontend,HTTP GET /,1739283941883892,192,ROOT
195556106bca0cd4,frontend,HTTP GET /,1739283941957758,263,ROOT
57c4425fc7739883,frontend,HTTP GET /,1739283942038856,160,ROOT
362e8f274927a61b,frontend,HTTP GET /,1739283942202747,197,ROOT
3efd9c90b642c3f6,frontend,HTTP GET /,1739283942228663,181,ROOT
276e040db177eda1,frontend,HTTP GET /,1739283942265505,231,ROOT
2b2384584b9eed66,frontend,HTTP GET /,1739283942318227,350,ROOT
16493f0f90b4dc94,frontend,HTTP GET /,1739283942487572,238,ROOT
67649ccad471f629,frontend,HTTP GET /,1739283942509601,194,ROOT
659232e5761423a1,frontend,HTTP GET /,1739283942613468,218,ROOT
329e34a7eb4ec17c,frontend,HTTP GET /,1739283942687410,217,ROOT
144dac5b9399cdd5,frontend,HTTP GET /,1739283942697177,212,ROOT
02bbb77f469ac3be,frontend,HTTP GET /,1739283942719573,274,ROOT
291fffcdc6690c78,frontend,HTTP GET /,1739283942803023,265,ROOT
2ff12b575c76b3ec,frontend,HTTP GET /,1739283942803443,266,ROOT
