trace_id,latency,total_spans,contains_errors,error_rate,error_messages,operation,services,longest_span_service,longest_span_duration,mean_span_duration
004dfc47370c1618,2845087,18,False,0.0,,/wrk2-api/post/compose,media-service; nginx-web-server; user-mention-service; text-service; unique-id-service; url-shorten-service; compose-post-service,nginx-web-server,2839162,158468.05555555556
004dfc47370c1618,2845087,18,False,0.0,,/wrk2-api/post/compose,media-service; nginx-web-server; user-mention-service; text-service; unique-id-service; url-shorten-service; compose-post-service,nginx-web-server,2839162,158468.05555555556
004dfc47370c1618,2845087,18,False,0.0,,/wrk2-api/post/compose,media-service; nginx-web-server; user-mention-service; text-service; unique-id-service; url-shorten-service; compose-post-service,nginx-web-server,2839162,158468.05555555556
004dfc47370c1618,2845087,18,False,0.0,,/wrk2-api/post/compose,media-service; nginx-web-server; user-mention-service; text-service; unique-id-service; url-shorten-service; compose-post-service,nginx-web-server,2839162,158468.05555555556
004dfc47370c1618,2845087,18,False,0.0,,/wrk2-api/post/compose,media-service; nginx-web-server; user-mention-service; text-service; unique-id-service; url-shorten-service; compose-post-service,nginx-web-server,2839162,158468.05555555556
004dfc47370c1618,2845087,18,False,0.0,,/wrk2-api/post/compose,media-service; nginx-web-server; user-mention-service; text-service; unique-id-service; url-shorten-service; compose-post-service,nginx-web-server,2839162,158468.05555555556
004dfc47370c1618,2845087,18,False,0.0,,/wrk2-api/post/compose,media-service; nginx-web-server; user-mention-service; text-service; unique-id-service; url-shorten-service; compose-post-service,nginx-web-server,2839162,158468.05555555556
