trace_id,latency,total_spans,contains_errors,error_rate,error_messages,operation,services,longest_span_service,longest_span_duration,mean_span_duration
0230ab4841e5fb0b,15402,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; nginx-web-server; url-shorten-service; user-mention-service; text-service; post-storage-service; home-timeline-service; user-timeline-service; social-graph-service; user-service; compose-post-service; media-service,social-graph-service,1804,673.5151515151515
0230ab4841e5fb0b,15402,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; nginx-web-server; url-shorten-service; user-mention-service; text-service; post-storage-service; home-timeline-service; user-timeline-service; social-graph-service; user-service; compose-post-service; media-service,social-graph-service,1804,673.5151515151515
0230ab4841e5fb0b,15402,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; nginx-web-server; url-shorten-service; user-mention-service; text-service; post-storage-service; home-timeline-service; user-timeline-service; social-graph-service; user-service; compose-post-service; media-service,social-graph-service,1804,673.5151515151515
017eca0da96aa525,3321,6,False,0.0,,/wrk2-api/home-timeline/read,post-storage-service; home-timeline-service; nginx-web-server,nginx-web-server,964,553.5
012cde636c369cdc,3460,7,False,0.0,,/wrk2-api/user-timeline/read,post-storage-service; user-timeline-service; nginx-web-server,user-timeline-service,1540,565.4285714285714
009cfc6cd7c1f4be,3478,6,False,0.0,,/wrk2-api/home-timeline/read,post-storage-service; home-timeline-service; nginx-web-server,home-timeline-service,1265,579.6666666666666
021eda5d548b0ec5,3340,6,False,0.0,,/wrk2-api/home-timeline/read,post-storage-service; home-timeline-service; nginx-web-server,home-timeline-service,1225,556.6666666666666
0010208920020bfe,3947,6,False,0.0,,/wrk2-api/home-timeline/read,post-storage-service; home-timeline-service; nginx-web-server,nginx-web-server,1150,657.8333333333334
00b1e44f5ed86100,3589,6,False,0.0,,/wrk2-api/home-timeline/read,post-storage-service; home-timeline-service; nginx-web-server,nginx-web-server,1168,598.1666666666666
00a0b85ae744fa04,5970,7,False,0.0,,/wrk2-api/user-timeline/read,post-storage-service; user-timeline-service; nginx-web-server,user-timeline-service,2451,855.0
0075bdb70c84666b,4232,6,False,0.0,,/wrk2-api/home-timeline/read,post-storage-service; home-timeline-service; nginx-web-server,home-timeline-service,1650,705.3333333333334
0257ed6a05c33e19,3250,6,False,0.0,,/wrk2-api/home-timeline/read,post-storage-service; home-timeline-service; nginx-web-server,home-timeline-service,1093,541.6666666666666
0004cc1095133094,6050,8,False,0.0,,/wrk2-api/user-timeline/read,post-storage-service; user-timeline-service; nginx-web-server,user-timeline-service,2187,770.375
0230ab4841e5fb0b,15402,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; nginx-web-server; url-shorten-service; user-mention-service; text-service; post-storage-service; home-timeline-service; user-timeline-service; social-graph-service; user-service; compose-post-service; media-service,social-graph-service,1804,673.5151515151515
024edb8e04ca04d7,6116,7,False,0.0,,/wrk2-api/user-timeline/read,post-storage-service; user-timeline-service; nginx-web-server,user-timeline-service,2630,878.8571428571429
