trace_id,latency,total_spans,contains_errors,error_rate,error_messages,operation,services,longest_span_service,longest_span_duration,mean_span_duration
46507d76d1b42de3,13646,22,False,0.0,,HTTP GET /hotels,frontend; search; profile; reservation; geo; rate,frontend,3024,1035.3181818181818
26cb83083f93c198,14792,20,False,0.0,,HTTP GET /hotels,frontend; search; profile; reservation; geo; rate,frontend,3347,1091.7
23efc54c48d36094,7109,15,False,0.0,,HTTP GET /hotels,frontend; search; profile; reservation; geo; rate,frontend,2943,479.8
6748f875741ca110,13706,22,False,0.0,,HTTP GET /hotels,frontend; search; profile; reservation; geo; rate,frontend,3300,1052.5454545454545
355553fb028192fa,14795,21,False,0.0,,HTTP GET /hotels,frontend; search; profile; reservation; geo; rate,frontend,3467,1115.4761904761904
0b2b47b880364864,9323,15,False,0.0,,HTTP GET /hotels,frontend; search; profile; reservation; geo; rate,frontend,3439,618.0
5e7443022acb98a4,9184,15,False,0.0,,HTTP GET /hotels,frontend; search; profile; reservation; geo; rate,frontend,3225,616.5333333333333
1d4e445f1ff27b24,18109,19,False,0.0,,HTTP GET /hotels,frontend; search; profile; reservation; geo; rate,search,4497,1216.2105263157894
715f4ffb7c76b2f8,10959,16,False,0.0,,HTTP GET /hotels,frontend; search; profile; reservation; geo; rate,frontend,3076,842.5625
6935157526e15b15,7164,15,False,0.0,,HTTP GET /hotels,frontend; search; profile; reservation; geo; rate,frontend,2868,478.8666666666667
6c5db376ab207691,11183,15,False,0.0,,HTTP GET /hotels,frontend; search; profile; reservation; geo; rate,frontend,3221,864.4666666666667
1857eabc1c41ef45,9047,15,False,0.0,,HTTP GET /hotels,frontend; search; profile; reservation; geo; rate,frontend,2995,716.2
4c5c2e6ba5ffc40e,11339,15,False,0.0,,HTTP GET /hotels,frontend; search; profile; reservation; geo; rate,frontend,3239,879.2
05361efa364b5a69,8600,15,False,0.0,,HTTP GET /hotels,frontend; search; profile; reservation; geo; rate,frontend,3390,577.0
4c39986693814aff,7716,15,False,0.0,,HTTP GET /hotels,search; frontend; profile; reservation; geo; rate,frontend,3345,510.6666666666667
5609bab45c974a87,9374,15,False,0.0,,HTTP GET /hotels,frontend; search; profile; reservation; geo; rate,frontend,2979,732.5333333333333
3e932ebdb32fa1ce,13448,22,False,0.0,,HTTP GET /hotels,frontend; search; profile; reservation; geo; rate,frontend,3164,1055.0
