trace_id,latency,total_spans,contains_errors,error_rate,error_messages,operation,services,longest_span_service,longest_span_duration,mean_span_duration
7b72bfa11a9b3a4e,1508,6,False,0.0,,HTTP GET /recommendations,frontend; recommendation; profile,frontend,558,251.33333333333334
26026f8daf0c4eca,5410,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; search; rate; profile,frontend,1424,360.6666666666667
34ded835418407ae,3907,7,False,0.0,,HTTP GET /recommendations,frontend; recommendation; profile,profile,1766,558.1428571428571
259427dfbf26bb0d,46944,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,reservation,39036,3129.6
24d9d4159f8c00de,5874,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,frontend,1748,393.8
236220ce190a9b70,2610,6,False,0.0,,HTTP GET /recommendations,frontend; recommendation; profile,frontend,998,435.0
57f2a33aae4b4481,2606,6,False,0.0,,HTTP GET /recommendations,frontend; recommendation; profile,frontend,1106,434.3333333333333
3a52b06c4bdd8b13,2291,6,False,0.0,,HTTP GET /recommendations,frontend; recommendation; profile,frontend,876,381.8333333333333
2253bdcf65489911,6362,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,frontend,1645,424.1333333333333
2160652ba0aad350,5809,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,frontend,1342,387.26666666666665
7e2276005e186562,8903,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,frontend,1581,593.5333333333333
129e3d6842da520a,7278,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,frontend,1390,485.2
2cb275830c4251e0,8443,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,frontend,1653,562.8666666666667
45f6b2012fa7c690,7378,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,frontend,1394,492.6
6f6a49fd9402ee63,4814,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,frontend,1369,321.46666666666664
23ea9e64e9a3e99e,1910,6,False,0.0,,HTTP GET /recommendations,frontend; recommendation; profile,frontend,683,318.3333333333333
095bd266df667736,2376,6,False,0.0,,HTTP GET /recommendations,frontend; recommendation; profile,frontend,833,396.0
656d7aed2759fa9c,5789,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,search,1454,385.93333333333334
3d8df5c51abe515f,6157,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,frontend,1406,410.46666666666664
5cef71efab943d0a,8578,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,frontend,1593,571.8666666666667
51ad9a4e0313eed0,2146,6,False,0.0,,HTTP GET /recommendations,frontend; recommendation; profile,frontend,882,357.6666666666667
17a861f2b47b46af,6672,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,search,1624,444.8
4b42b17cf53a1b53,77751,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,reservation,69614,5183.4
6558c88d9476ea97,67971,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,frontend,64289,4531.4
0a9e777d897a9f35,2075,6,False,0.0,,HTTP GET /recommendations,frontend; recommendation; profile,frontend,836,345.8333333333333
46ac63b09f435d64,7043,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,search,1415,469.53333333333336
3b1bcf206b3cf339,16908,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,reservation,9175,1127.7333333333333
6ea694512493f997,6596,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,search,1487,439.73333333333335
68ef24fac53e1543,985,3,False,0.0,,HTTP POST /user,frontend; user,frontend,888,328.3333333333333
1ff0942520434675,29843,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,reservation,21124,1989.5333333333333
3041749488827402,6504,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,frontend,1496,433.6
2699a94dcf1c4bc5,7725,15,False,0.0,,HTTP GET /hotels,geo; reservation; frontend; rate; search; profile,frontend,1722,515.0
